Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"KAYJI_SKYLINE", 11, 1,    6271.65,   -0.6,   0.98753, 2,    6271.65, -120.6,   0.98753, 3,    6271.65,  119.4,   0.98753
"RUDRA_DEVELOPER", 11, 1,    6271.57,   -0.6,   0.98752, 2,    6271.57, -120.6,   0.98752, 3,    6271.57,  119.4,   0.98752
"3_WAY_KHADPABANDH", 11, 1,    6271.57,   -0.6,   0.98752, 2,    6271.57, -120.6,   0.98752, 3,    6271.57,  119.4,   0.98752
"ASSOCIATE", 11, 1,    6272.14,   -0.6,   0.98761, 2,    6272.14, -120.6,   0.98761, 3,    6272.14,  119.4,   0.98761
"KV_SCHOOL", 11, 1,    6272.08,   -0.6,    0.9876, 2,    6272.08, -120.6,    0.9876, 3,    6272.08,  119.4,    0.9876
"KORDE", 11, 1,    6271.94,   -0.6,   0.98757, 2,    6271.94, -120.6,   0.98757, 3,    6271.94,  119.4,   0.98757
"KAPAT_FACTORY", 11, 1,    6271.89,   -0.6,   0.98757, 2,    6271.89, -120.6,   0.98757, 3,    6271.89,  119.4,   0.98757
"2_WAY_CONEMI", 11, 1,    6271.89,   -0.6,   0.98757, 2,    6271.89, -120.6,   0.98757, 3,    6271.89,  119.4,   0.98757
"3_WAY_COPPERWADA_2", 11, 1,    6275.04,   -0.6,   0.98806, 2,    6275.04, -120.6,   0.98806, 3,    6275.04,  119.4,   0.98806
"3_WAY_COPPERWADA_1", 11, 1,    6274.74,   -0.6,   0.98802, 2,    6274.74, -120.6,   0.98802, 3,    6274.74,  119.4,   0.98802
"DOCTOR_BAKALE", 11, 1,    6273.81,   -0.6,   0.98787, 2,    6273.81, -120.6,   0.98787, 3,    6273.81,  119.4,   0.98787
"4_WAY_VEREKAR", 11, 1,    6275.62,   -0.6,   0.98815, 2,    6275.62, -120.6,   0.98815, 3,    6275.62,  119.4,   0.98815
"FORENSICBUS1", 0.415, 1,    235.959,   -0.8,    0.9848, 2,    235.959, -120.8,    0.9848, 3,    235.959,  119.2,    0.9848
"DADA_VAIDYABUS2", 0.415, 1,    232.264,   -1.3,   0.96938, 2,    232.264, -121.3,   0.96938, 3,    232.264,  118.7,   0.96938
"AGARWAL_GARDENSBUS3", 0.415, 1,    236.706,   -0.6,   0.98792, 2,    236.706, -120.6,   0.98792, 3,    236.706,  119.4,   0.98792
"FIBERGLASSBUS4", 0.415, 1,    235.897,   -0.7,   0.98454, 2,    235.897, -120.7,   0.98454, 3,    235.897,  119.3,   0.98454
"AGARWAL_HTCBUS5", 0.415, 1,    235.766,   -0.8,     0.984, 2,    235.766, -120.8,     0.984, 3,    235.766,  119.2,     0.984
"YUMMY_ICECREAMBUS6", 0.415, 1,    235.767,   -0.8,     0.984, 2,    235.767, -120.8,     0.984, 3,    235.767,  119.2,     0.984
"SHIVLALBUS7", 0.415, 1,    235.161,   -0.9,   0.98147, 2,    235.161, -120.9,   0.98147, 3,    235.161,  119.1,   0.98147
"KELBAIBUS8", 0.415, 1,    233.668,   -1.1,   0.97524, 2,    233.668, -121.1,   0.97524, 3,    233.668,  118.9,   0.97524
"SURYA_MASALABUS9", 0.415, 1,    228.467,   -1.9,   0.95353, 2,    228.467, -121.9,   0.95353, 3,    228.467,  118.1,   0.95353
"DOCTOR_BAKALEBUS10", 0.415, 1,    231.871,   -1.4,   0.96774, 2,    231.871, -121.4,   0.96774, 3,    231.871,  118.6,   0.96774
"ECAP_HTCBUS11", 0.415, 1,    235.749,   -0.8,   0.98393, 2,    235.749, -120.8,   0.98393, 3,    235.749,  119.2,   0.98393
"PRAKASHBUS12", 0.415, 1,    232.619,   -1.2,   0.97086, 2,    232.619, -121.2,   0.97086, 3,    232.619,  118.8,   0.97086
